,1,2,3,4,5,10,20
Quantile 1 Mean Turnover,1.5029870578649165,0.7664813137460592,0.512017451229139,0.3876876674467483,0.3097802624312573,0.154608427020804,0.0770428963674025
Quantile 2 Mean Turnover,1.7362634325191857,0.8754844857427524,0.5819907391437283,0.43821323125383876,0.35079990291701685,0.17443561798514712,0.08619903557646953
Quantile 3 Mean Turnover,1.7712286102525427,0.8864220309063826,0.5915441509371033,0.44421412250202164,0.35526691667667376,0.17727563270436594,0.08797436808093183
Quantile 4 Mean Turnover,1.7434926977035594,0.8788869717535723,0.581367473048891,0.43578841545084546,0.348688206823872,0.17377364031014103,0.08613318208641438
Quantile 5 Mean Turnover,1.6990976373313695,0.850314866241015,0.5690081807667778,0.42645024046107377,0.34172679958631946,0.1697735912902662,0.08476464797288985
Quantile 6 Mean Turnover,1.711232815702475,0.852867258861913,0.5682513198550868,0.4288176488321641,0.3418833741385607,0.1701657863117893,0.08471948708035233
Quantile 7 Mean Turnover,1.7451854694643054,0.8734411087914238,0.5792693021857033,0.4363485815691437,0.34773461608057654,0.17360506323722352,0.08619851324535173
Quantile 8 Mean Turnover,1.7659861916977968,0.8824811503307574,0.5914579957453284,0.44443789232290254,0.3543738788792955,0.17655652007418626,0.08718033407635475
Quantile 9 Mean Turnover,1.7464677077900188,0.878956419313992,0.5856211167323064,0.4386025086418062,0.3518597108818733,0.17529545540803773,0.08639638437645233
Quantile 10 Mean Turnover,1.5120345759569012,0.7733135340300957,0.5172124798703194,0.3874102303729508,0.31054502406339834,0.15564206871825648,0.07722712810017207
