,1,2,3,4,5,10,20
IC Mean,-0.05562799086588714,-0.05972029243382325,-0.0616418294601463,-0.06056358032556433,-0.05818444758693463,-0.04172742559680683,-0.0349227185419482
IC std.,0.19305512280301196,0.18807761587046395,0.18834788102022693,0.18774680182776166,0.1865131055414248,0.17964859234446237,0.1758551218147223
t-stat(IC),-8.87656935283037,-9.781780676224749,-10.082027721116722,-9.937384633415698,-9.610161104762724,-7.155349953222313,-6.1176711513463005
p-value,3.386429601350756e-18,1.3597392350642672e-21,8.888290392202846e-23,3.334686397508477e-22,6.277162221591509e-21,1.6696677577792189e-12,1.3872058777692108e-09
Min,-0.6368306788595407,-0.6381024872437929,-0.6665783134205443,-0.6464040019741001,-0.6130822360749635,-0.6264260282275015,-0.6140056236885068
Max,0.564520226416864,0.6812498397620808,0.6049966307807982,0.5448258805344951,0.533077704705281,0.4764757615105026,0.46257320411694575
IC Skew,0.1020147818305984,0.3187902435968659,0.17408290289802558,0.06695163912270738,-0.028777742185243434,-0.26291194103943605,-0.3884602257388711
IC Kurt,0.1226528140279326,0.36703029667947096,0.23463441422358144,0.08373068245070714,-0.059550101326333316,0.033269455554739036,0.27179233919913015
Ann. IC_IR,-4.555982515282445,-5.020590721233712,-5.174695334448601,-5.100455912400683,-4.93250536575661,-3.6725505070507136,-3.139952124735481
