,1,2,3,4,5,10,20
TotalProfit,0.5319372622297613,0.6093619480509099,0.6596192470936845,0.7088259657193802,0.7526751888228538,0.9010394389724189,0.9678276817148365
Ann. mean,-0.15319778634938042,-0.12233538153354706,-0.10381947827664195,-0.08667178311514967,-0.07211511742680565,-0.027078223094792353,-0.008577653074906433
Voltality,0.10117061217746351,0.07174962350462827,0.05544233462606372,0.04536043644595762,0.0383542539167527,0.027202121233355997,0.018354329882862765
Beta,-0.10735304282093511,-0.10453926805764815,-0.09171702212360913,-0.07147168267311259,-0.04848916623667071,-0.006824156060695441,-0.035374495033518374
Alpha,-0.1635899625268458,-0.1362794961191337,-0.1172444322427534,-0.09750562753860838,-0.07961154716994298,-0.028155067819934817,-0.014297903219523525
Tvr,0.08260898035755221,0.08260898035755221,0.08260898035755221,0.08260898035755221,0.08260898035755221,0.08260898035755221,0.08260898035755221
Maxdrawdown,-0.5167911586492135,-0.4405703946661137,-0.38327227353688875,-0.3351705133638566,-0.2846152532442351,-0.15467373233026216,-0.1186476106068165
Sharpe,-1.5142518469756412,-1.705031685994223,-1.8725668566603957,-1.9107352112542026,-1.8802377849229024,-0.9954452765833675,-0.46733676084329795
IR,-0.1515368413325628,0.04164867680872509,0.20343497583718312,0.37107854181798916,0.5403233795017415,1.2407779654859046,2.0623841534017626
