,1,2,3,4,5,10,20
TotalProfit,1.7564429221797884,1.8607399658071875,1.9992564547446692,2.001548998133459,1.8326978584936404,1.5299483910966851,1.4563589058071684
Ann. mean,0.16069469737305853,0.1785429641732026,0.20114335518019888,0.20150757959519816,0.17381798632049072,0.11906752115291264,0.1045686239512833
Voltality,0.08796291705619257,0.06403465673591337,0.05123758818706889,0.04217199848733398,0.03468446292163672,0.023461633451672806,0.015413201306593866
Beta,0.04563551748670832,0.0409681169248185,0.043917008275609716,0.030908246035503115,-0.0012311773247279838,0.007349915952774785,-0.02700317256577011
Alpha,0.16511238619872812,0.18400755300541402,0.20757164734209224,0.2061927236470339,0.17362764618819976,0.12022733024191805,0.10020206262996673
Tvr,0.0740835133442935,0.0740835133442935,0.0740835133442935,0.0740835133442935,0.0740835133442935,0.0740835133442935,0.0740835133442935
Maxdrawdown,-0.07587354712142091,-0.08239903601814169,-0.06535458141149764,-0.05565133696168212,-0.05576410764371087,-0.05446006628729849,-0.034376399277357694
Sharpe,1.8268459340701875,2.788223959871219,3.9256991263098238,4.778231689819474,5.0114077508768435,5.074988550911112,6.784354649708505
IR,0.7995080062291117,1.3458261250527654,1.882341455254147,2.2197517867936285,2.25431309836575,2.6826741523128943,3.639359697815825
