,1,2,3,4,5,10,20
Quantile 1 Mean Turnover,1.1896821866848668,0.6584492322505544,0.46836432555019897,0.372404002405789,0.3107306997491025,0.16651001623129547,0.08318069865470258
Quantile 2 Mean Turnover,1.61410379768393,0.8317938833445354,0.5666263431576992,0.42912084872492234,0.3476421206226459,0.17576418584029802,0.08743100994056863
Quantile 3 Mean Turnover,1.6938314749259897,0.8631197132395989,0.5814819770276859,0.4408829697489694,0.35428233349905675,0.17746332113350158,0.087640649836469
Quantile 4 Mean Turnover,1.7282292025300778,0.8753722426304167,0.5865722200782649,0.44231863637920454,0.3547545167991836,0.17752687587956484,0.08807042335968547
Quantile 5 Mean Turnover,1.7374109861049292,0.8818540211500726,0.5881763274300943,0.4424099397978261,0.3539122521084286,0.17779972584010462,0.08799461766140344
Quantile 6 Mean Turnover,1.7423842272907841,0.8812216948014695,0.5887315842375099,0.4437589727882742,0.3564813747465882,0.17706499448182494,0.08795973117466774
Quantile 7 Mean Turnover,1.7229872912177717,0.8717255618870771,0.5859538919513906,0.44070616672153207,0.35368955736724184,0.1773199368607623,0.08833174641714932
Quantile 8 Mean Turnover,1.6998902086406107,0.8639328105374201,0.5820225900132993,0.4382232433227609,0.35390387824048714,0.17668243402386694,0.08803022245259158
Quantile 9 Mean Turnover,1.655209975500271,0.8452036582472996,0.5707145348205439,0.4320862765236536,0.34957730640775125,0.17595416042476966,0.08761624660981458
Quantile 10 Mean Turnover,1.4720032731646098,0.7603415502039765,0.5240684711829968,0.40446125202691213,0.32985134181060566,0.171158570398163,0.08526922491546397
