,1,2,3,4,5,10,20
IC Mean,-0.04716324243261884,-0.04899505507564757,-0.05222802370611876,-0.05462231119702903,-0.0511693093013996,-0.03440919286962852,-0.02792339854913467
IC std.,0.1785096095632167,0.17910527719442962,0.18043831630814305,0.18141920442792048,0.179942632074199,0.17287388529372388,0.17159208356072808
t-stat(IC),-8.156211988892775,-8.444818468714391,-8.935549744537008,-9.29465479004764,-8.778532803713865,-6.144570664792977,-5.023628060888724
p-value,1.0854841994669096e-15,1.1266613912496728e-16,2.0597667899019867e-18,9.795911260467011e-20,7.563786459626946e-18,1.1771139349485861e-09,6.053671958027213e-07
Min,-0.6105654111155668,-0.5484496941876646,-0.5598752241088555,-0.5817618362556651,-0.5882317468495776,-0.5383994950992599,-0.5924441022737352
Max,0.5496624419618721,0.5815632864480665,0.5072076823345859,0.5449000844456542,0.46054260426187177,0.4554196110314127,0.46551976373996107
IC Skew,0.05860542177071796,0.21649722695139237,0.15638672977494686,0.12062984073392109,0.03177463654517383,-0.20926580287767296,-0.21189071526259184
IC Kurt,0.01958316568128282,0.18302695783517597,0.16866107626871685,0.07765285435523683,-0.015378041753514982,-0.08912182873828067,0.08609132555783638
Ann. IC_IR,-4.177457681149622,-4.325276467321711,-4.57661975515647,-4.760546574708347,-4.49619864466969,-3.147133001932991,-2.5730073787656975
