,1,2,3,4,5,10,20
IC Mean,-0.05075846352928687,-0.05425149461688307,-0.05403430077862947,-0.05279917405859425,-0.05437842735788766,-0.03897762450987919,-0.03626758810137689
IC std.,0.18306169286390717,0.18212437763260256,0.18220622633356567,0.18153855939252056,0.1785828235196707,0.17322524697488714,0.1680677292845228
t-stat(IC),-8.541695777379564,-9.176492900289661,-9.135649491227927,-8.959656305416154,-9.380372061919084,-6.931660514724814,-6.647639327376089
p-value,5.218346135392065e-17,2.717130677488298e-19,3.8464698830745805e-19,1.6951583141208463e-18,4.7035619004139054e-20,7.681603922741449e-12,5.020059876953327e-11
Min,-0.6134204124825875,-0.6858930607038057,-0.6602538867948585,-0.6239180022385036,-0.6520227298919442,-0.668297089106305,-0.6061346437276433
Max,0.5495420430942334,0.6550251939133314,0.5974580573048028,0.5433266783788195,0.4980465557252976,0.39696800858704107,0.40930682560374426
IC Skew,0.055102352333486176,0.08111602978172801,0.014099246261083996,-0.025210856733829487,-0.09496344319471585,-0.25708874017619116,-0.2910300539481149
IC Kurt,0.18980423419160974,0.3497522355456222,0.2753122333875333,0.1476838020150848,0.12340354281501886,0.07847582477985471,0.31429301104584484
Ann. IC_IR,-4.384105510333731,-4.70992109040441,-4.68895782744174,-4.598627673359004,-4.814563983248814,-3.5577398037103514,-3.411963264137888
